id,name,county,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
26112,Turkey Point,Haldimand-Norfolk,Ontario,ON,N0E,Locality,040I09,42.69374,-80.32791,Haldimand-Norfolk,519,America/Toronto
26113,Turks Cove,,Newfoundland and Labrador,NL,A0B,Locality,001N14,47.93250,-53.34806,Division No.  1,709,America/St_Johns
26114,Turnberry,,Manitoba,MB,R0B,Locality,063F05,53.43611,-101.71611,Division No. 21,204,America/Winnipeg
26115,Turnbull,,Manitoba,MB,R0B,Locality,063J11,54.56611,-99.47694,Division No. 21,204,America/Winnipeg
26116,Turner,,Alberta,AB,T2V,Locality,082J16,50.97806,-114.07389,Division No.  6,587,America/Edmonton
26117,Turner,Manitoulin,Ontario,ON,P0P,Locality,041H13,45.98333,-81.91028,Manitoulin,705,America/Toronto
26118,Turners,Bruce,Ontario,ON,N0H,Locality,041A06,44.37290,-81.33043,Bruce,519,America/Toronto
26119,Turner's Bight,,Newfoundland and Labrador,NL,A0P,Locality,013J01,54.21673,-58.11570,Division No. 11,709,America/Goose_Bay
26120,Turners Corners,Niagara,Ontario,ON,L0S,Locality,030M03,43.05972,-79.25139,Niagara,289,America/Toronto
26121,Turner Settlement,Victoria,New Brunswick,NB,E7H,Locality,021J13,46.77799,-67.77267,Victoria,506,America/Moncton
26122,Turnertown,Memphrémagog,Quebec,QC,J0B,Locality,031H01,45.23194,-72.06444,Memphrémagog,819,America/Montreal
26123,Turner Valley,,Alberta,AB,T0L,Town,082J09,50.67528,-114.28028,Division No.  6,587,America/Edmonton
26124,Turnip Cove,,Newfoundland and Labrador,NL,A0H,Locality,001M11,47.68750,-55.43722,Division No.  3,709,America/St_Johns
26125,Turnor Lake,,Saskatchewan,SK,S0M,Hamlet,074C07,56.47729,-108.69346,Division No. 18,306,America/Regina
26126,Turn-Up Juniper,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012P11,51.62472,-57.26917,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26127,Turriff,Hastings,Ontario,ON,K0L,Locality,031C13,44.98139,-77.73750,Hastings,613,America/Toronto
26128,Turtle,Rainy River,Ontario,ON,P0W,Locality,052C15,48.76083,-92.54667,Rainy River,807,America/Winnipeg
26129,Turtle Creek,Albert,New Brunswick,NB,E1J,Locality,021H15,45.96277,-64.88543,Albert,506,America/Moncton
26130,Turtle Dam,Témiscamingue,Quebec,QC,J0Z,Locality,031L15,46.90306,-78.85972,Témiscamingue,819,America/Montreal
26131,Turtleford,,Saskatchewan,SK,S0M,Town,073F07,53.38788,-108.95938,Division No. 17,306,America/Regina
26132,Turtleford Junction,,Saskatchewan,SK,S0M,Locality,073F07,53.39797,-108.96963,Division No. 17,306,America/Regina
26133,Turtle Lake,Parry Sound,Ontario,ON,P2A,Locality,031E05,45.31361,-79.72889,Parry Sound,705,America/Toronto
26134,Turtle Lake South Bay,,Saskatchewan,SK,S0M,Hamlet,073F10,53.51579,-108.70886,Division No. 17,306,America/Regina
26135,Turtle Valley,Thompson-Nicola,British Columbia,BC,V0E,Locality,082L13,50.81667,-119.60000,Thompson-Nicola,250,America/Vancouver
26136,Tuscany,,Alberta,AB,T3L,Locality,082O01,51.13333,-114.25556,Division No.  6,587,America/Edmonton
26137,Tusket,Yarmouth,Nova Scotia,NS,B0W,Locality,020P13,43.85544,-65.97453,Yarmouth,902,America/Halifax
26138,Tusket Falls,Yarmouth,Nova Scotia,NS,B0W,Locality,020P13,43.88075,-65.97466,Yarmouth,902,America/Halifax
26139,Tutela Heights,Brant,Ontario,ON,N3S,Locality,040P01,43.12528,-80.25028,Brant,519,America/Toronto
26140,Tuttle,,Alberta,AB,T4S,Locality,083A04,52.20750,-113.84500,Division No.  8,587,America/Edmonton
26141,Tuttusivik,Nord-du-Québec,Quebec,QC,J0M,Locality,034P13,59.90000,-73.62278,Nord-du-Québec,819,America/Montreal
26142,Tuurngaup Illuvininga,Nord-du-Québec,Quebec,QC,J0M,Locality,034K06,58.29111,-77.45306,Nord-du-Québec,819,America/Montreal
26143,Tuwanek,Sunshine Coast,British Columbia,BC,V0N,Locality,092G12,49.55000,-123.75000,Sunshine Coast,604,America/Vancouver
26144,Tuxedo,,Manitoba,MB,R3P,Locality,062H14,49.86056,-97.21778,Division No. 11,204,America/Winnipeg
26145,Tuxedo Park,,Alberta,AB,T2K,Locality,082O01,51.08333,-114.06667,Division No.  6,587,America/Edmonton
26146,Tuxedo Park,,Saskatchewan,SK,S4N,Locality,072I07,50.45115,-104.57888,Division No.  6,306,America/Regina
26147,Tuxford,,Saskatchewan,SK,S0H,Village,072I12,50.57534,-105.58054,Division No.  7,306,America/Regina
26148,Tway,,Saskatchewan,SK,S0K,Hamlet,073A11,52.73744,-105.43828,Division No. 15,306,America/Regina
26149,Tweed,Hastings,Ontario,ON,K0K,Locality,031C06,44.47944,-77.33083,Hastings,613,America/Toronto
26150,Tweedie,,Alberta,AB,T0A,Locality,073L13,54.88694,-111.79111,Division No. 12,587,America/Edmonton
26151,Tweedie,Carleton,New Brunswick,NB,E7L,Locality,021J12,46.50629,-67.65849,Carleton,506,America/Moncton
26152,Tweedie Brook,Kent,New Brunswick,NB,E9A,Locality,021I14,46.78877,-65.12756,Kent,506,America/Moncton
26153,Tweedle Place,,Alberta,AB,T6K,Locality,083H06,53.47500,-113.45972,Division No. 11,587,America/Edmonton
26154,Tweedside,York,New Brunswick,NB,E6K,Locality,021G11,45.64467,-67.01375,York,506,America/Moncton
26155,Tweedside,Hamilton,Ontario,ON,L8J,Locality,030M04,43.16597,-79.67025,Hamilton,289,America/Toronto
26156,Tweedsmuir,Nipissing,Ontario,ON,P1A,Locality,031L06,46.28417,-79.44333,Nipissing,705,America/Toronto
26157,Tweedsmuir,,Saskatchewan,SK,S0J,Locality,073H12,53.56389,-105.96129,Division No. 15,306,America/Regina
26158,Twelve O'Clock Point,Hastings,Ontario,ON,K0K,Locality,031C04,44.06167,-77.59833,Hastings,613,America/Toronto
26159,Twidwell Bend,Peace River,British Columbia,BC,V0C,Locality,093P12,55.61667,-121.56667,Peace River,250,America/Dawson_Creek
26160,Twillingate,,Newfoundland and Labrador,NL,A0G,Town,002E10,49.64431,-54.74362,Division No.  8,709,America/St_Johns
26161,Twin Butte,,Alberta,AB,T0K,Locality,082H05,49.26417,-113.85750,Division No.  3,587,America/Edmonton
26162,Twin Butte,Columbia-Shuswap,British Columbia,BC,V0E,Locality,082N04,51.03694,-117.97778,Columbia-Shuswap,250,America/Vancouver
26163,Twin City,Thunder Bay,Ontario,ON,P7J,Locality,052A06,48.36269,-89.41539,Thunder Bay,807,America/Toronto
26164,Twin Creeks,Sunshine Coast,British Columbia,BC,V0N,Locality,092G06,49.48333,-123.48333,Sunshine Coast,604,America/Vancouver
26165,Twin Elm,Ottawa,Ontario,ON,K0A,Locality,031G04,45.22483,-75.80335,Ottawa,613,America/Toronto
26166,Twin Falls,,Newfoundland and Labrador,NL,A0R,Locality,023H07,53.50000,-64.53250,Division No. 10,709,America/Goose_Bay
26167,Twin Falls,Cochrane,Ontario,ON,P0K,Locality,042A10,48.74778,-80.58500,Cochrane,705,America/Toronto
26168,Twining,,Alberta,AB,T0M,Locality,082P11,51.63278,-113.29750,Division No.  5,587,America/Edmonton
26169,Twin Islands,Greater Vancouver,British Columbia,BC,V3H,Locality,092G07,49.35000,-122.88333,Greater Vancouver,778,America/Vancouver
26170,Twin Lakes Beach,,Manitoba,MB,R0C,Locality,062I05,50.33444,-97.96694,Division No. 18,204,America/Winnipeg
26171,Twin Rock Valley,Inverness,Nova Scotia,NS,B0E,Locality,011K03,46.15463,-61.12541,Inverness,902,America/Halifax
26172,Twin Valley,,Saskatchewan,SK,S0H,Locality,072H05,49.33355,-105.89862,Division No.  3,306,America/Regina
26173,Two Brooks,Victoria,New Brunswick,NB,E7G,Locality,021O03,47.07260,-67.29687,Victoria,506,America/Moncton
26174,Two Creeks,,Alberta,AB,T0H,Locality,083K08,54.30083,-116.32778,Division No. 18,587,America/Edmonton
26175,Two Creeks,,Manitoba,MB,R0M,Locality,062K03,50.02611,-101.03472,Division No.  6,204,America/Winnipeg
26176,Two Guns,,Alberta,AB,T2W,Locality,082J16,50.94778,-114.16389,Division No.  6,587,America/Edmonton
26177,Two Hills,,Alberta,AB,T0B,Town,073E12,53.71111,-111.74472,Division No. 10,587,America/Edmonton
26178,Two Islands,Cumberland,Nova Scotia,NS,B0M,Locality,021H08,45.39533,-64.22459,Cumberland,902,America/Halifax
26179,Twomey,,Alberta,AB,T4V,Locality,083A15,52.98750,-112.73167,Division No. 10,587,America/Edmonton
26180,Two Mile,Kitimat-Stikine,British Columbia,BC,V0J,Locality,093M05,55.26667,-127.61667,Kitimat-Stikine,250,America/Vancouver
26181,Two Mile Corner,Kenora,Ontario,ON,P8N,Locality,052F15,49.81548,-92.84727,Kenora,807,America/Winnipeg
26182,Two O'Clock,Manitoulin,Ontario,ON,P0P,Locality,041H12,45.73955,-81.77460,Manitoulin,705,America/Toronto
26183,Two Rivers,Peace River,British Columbia,BC,V0C,Locality,094A02,56.18333,-120.53333,Peace River,250,America/Dawson_Creek
26184,Two Rivers,Cumberland,Nova Scotia,NS,B0M,Locality,021H09,45.65874,-64.48426,Cumberland,902,America/Halifax
26185,Tyandaga,Halton,Ontario,ON,L7P,Locality,030M05,43.34376,-79.84355,Halton,289,America/Toronto
26186,Tye,Central Kootenay,British Columbia,BC,V0B,Locality,082F07,49.33333,-116.80000,Central Kootenay,250,America/Vancouver
26187,Tyee,Skeena-Queen Charlotte,British Columbia,BC,V0V,Locality,103I04,54.20000,-129.95000,Skeena-Queen Charlotte,250,America/Vancouver
26188,Tyndall,,Manitoba,MB,R0E,Locality,062I02,50.08278,-96.65833,Division No. 12,204,America/Winnipeg
26189,Tyndall Park,,Manitoba,MB,R2R,Locality,062H14,49.93694,-97.20528,Division No. 11,204,America/Winnipeg
26190,Tyndal Road,Cumberland,Nova Scotia,NS,B4H,Locality,021H16,45.89880,-64.11312,Cumberland,902,America/Halifax
26191,Tynehead,Greater Vancouver,British Columbia,BC,V4N,Locality,092G02,49.18333,-122.73333,Greater Vancouver,778,America/Vancouver
26192,Tynemouth Creek,Saint John,New Brunswick,NB,E2S,Locality,021H05,45.29951,-65.65443,Saint John,506,America/Moncton
26193,Tyner,,Saskatchewan,SK,S0L,Locality,072N01,51.00787,-108.42603,Division No.  8,306,America/Regina
26194,Tyneside,Hamilton,Ontario,ON,L0R,Locality,030M04,43.09778,-79.88722,Hamilton,289,America/Toronto
26195,Tyne Valley,Prince,Prince Edward Island,PE,C0B,Village,011L12,46.57423,-63.92932,Prince,902,America/Halifax
26196,Tyotown,Stormont Dundas and Glengarry,Ontario,ON,K6H,Locality,031G02,45.05696,-74.65431,Stormont Dundas and Glengarry,613,America/Toronto
26197,Tyranite,Timiskaming,Ontario,ON,P0J,Locality,041P11,47.65000,-81.02194,Timiskaming,705,America/Toronto
26198,Tyrconnell,Elgin,Ontario,ON,N0L,Locality,040I11,42.60091,-81.46427,Elgin,519,America/Toronto
26199,Tyrone,Durham,Ontario,ON,L1C,Locality,031D02,44.00926,-78.71680,Durham,289,America/Toronto
26200,Tyrone,Queens,Prince Edward Island,PE,C0A,Locality,011L06,46.27857,-63.34346,Queens,902,America/Halifax
26201,Tyrrell,,Manitoba,MB,R0B,Locality,063J11,54.60417,-99.29583,Division No. 21,204,America/Winnipeg
26202,Tyrrell,Haldimand-Norfolk,Ontario,ON,N3Y,Locality,040I16,42.88294,-80.22892,Haldimand-Norfolk,519,America/Toronto
26203,Tyson,,Saskatchewan,SK,S0H,Locality,072J03,50.14086,-107.05130,Division No.  7,306,America/Regina
26204,Tyvan,,Saskatchewan,SK,S0G,Locality,062L04,50.03255,-103.73125,Division No.  2,306,America/Regina
26205,Tzouhalem,Cowichan Valley,British Columbia,BC,V9L,Locality,092B13,48.78333,-123.65000,Cowichan Valley,250,America/Vancouver
